,Arrond,Arrond_Nom,Date_Plantation,Longitude,Latitude
89600,6,Ville-Marie,2017-10-05,-73.585915,45.491557
89601,6,Ville-Marie,2019-09-30,-73.586143,45.491692
89602,6,Ville-Marie,2018-10-23,-73.586415,45.491849
89604,6,Ville-Marie,2011-05-15,-73.586663,45.491993
89605,6,Ville-Marie,2011-05-15,-73.586006,45.491611
89606,6,Ville-Marie,2018-10-23,-73.586534,45.491917
89607,6,Ville-Marie,2015-05-01,-73.58415,45.490542
89608,6,Ville-Marie,2018-10-24,-73.583961,45.490425
89614,6,Ville-Marie,2019-09-30,-73.585079,45.490905
89615,6,Ville-Marie,2019-09-30,-73.585162,45.490954
89616,6,Ville-Marie,2012-09-30,-73.585377,45.491078
89617,6,Ville-Marie,2012-09-30,-73.585469,45.491135
89618,6,Ville-Marie,2012-09-30,-73.58555,45.491182
89619,6,Ville-Marie,2012-09-30,-73.585634,45.49123
89620,6,Ville-Marie,2012-09-30,-73.585714,45.491279
89621,6,Ville-Marie,2012-09-30,-73.585797,45.491326
89622,6,Ville-Marie,2019-09-30,-73.586112,45.491486
89623,6,Ville-Marie,2012-09-30,-73.586372,45.491658
89624,6,Ville-Marie,2012-09-30,-73.586132,45.491516
89625,6,Ville-Marie,2012-09-30,-73.58621,45.491561
89626,6,Ville-Marie,2012-09-30,-73.586297,45.49161
89627,6,Ville-Marie,2019-09-30,-73.58645,45.491705
89628,6,Ville-Marie,2012-09-30,-73.586616,45.491804
89629,6,Ville-Marie,2012-09-30,-73.58679,45.491903
89630,6,Ville-Marie,2012-09-30,-73.586532,45.491755
89631,6,Ville-Marie,2012-09-30,-73.586706,45.491857
89632,6,Ville-Marie,2015-07-01,-73.582941,45.489679
89633,6,Ville-Marie,2015-07-01,-73.583,45.489715
89634,6,Ville-Marie,2015-07-01,-73.583112,45.489783
89635,6,Ville-Marie,2015-07-01,-73.583241,45.489858
89636,6,Ville-Marie,2015-07-01,-73.583354,45.489923
89637,6,Ville-Marie,2015-07-01,-73.583415,45.489952
89638,6,Ville-Marie,2016-09-17,-73.586181,45.491531
89639,6,Ville-Marie,2016-09-17,-73.586264,45.49158
89640,6,Ville-Marie,2016-09-17,-73.586344,45.491624
89641,6,Ville-Marie,2016-09-17,-73.586426,45.491672
89642,6,Ville-Marie,2016-09-17,-73.586505,45.491719
89643,6,Ville-Marie,2016-09-17,-73.586587,45.491768
89644,6,Ville-Marie,2016-09-17,-73.586675,45.491818
89645,6,Ville-Marie,2016-09-17,-73.586763,45.49187
89646,6,Ville-Marie,2019-09-30,-73.58603,45.49144
89647,6,Ville-Marie,2019-09-30,-73.586062,45.49147
89650,6,Ville-Marie,2012-09-18,-73.558526,45.529961
89651,6,Ville-Marie,2012-09-18,-73.558458,45.530029
89652,6,Ville-Marie,2012-09-18,-73.558415,45.530064
89653,6,Ville-Marie,2012-09-18,-73.558377,45.530111
89654,6,Ville-Marie,2012-09-18,-73.55835,45.530142
89655,6,Ville-Marie,2012-09-18,-73.55826,45.530243
89656,6,Ville-Marie,2017-10-26,-73.558209,45.530283
89657,6,Ville-Marie,2015-09-28,-73.563168,45.522922
89658,6,Ville-Marie,2013-10-25,-73.557445,45.530793
89659,6,Ville-Marie,2013-10-25,-73.557377,45.530863
89660,6,Ville-Marie,2017-10-24,-73.554115,45.533766
89662,6,Ville-Marie,2019-09-27,-73.554001,45.533901
89663,6,Ville-Marie,2017-10-24,-73.553925,45.533986
89664,6,Ville-Marie,2017-10-24,-73.553871,45.534049
89665,6,Ville-Marie,2015-09-21,-73.558543,45.529656
89666,6,Ville-Marie,2015-09-21,-73.558458,45.529741
89667,6,Ville-Marie,2015-09-21,-73.558332,45.529881
89668,6,Ville-Marie,2015-09-21,-73.558192,45.530025
89669,6,Ville-Marie,2015-09-21,-73.558133,45.530092
89670,6,Ville-Marie,2015-09-21,-73.558061,45.530164
89672,6,Ville-Marie,2018-10-12,-73.559066,45.529098
89673,6,Ville-Marie,2018-10-29,-73.558993,45.529174
89674,6,Ville-Marie,2015-09-21,-73.5584,45.529804
89675,6,Ville-Marie,2015-09-21,-73.558263,45.529953
89676,6,Ville-Marie,2017-10-26,-73.558732,45.529449
89677,6,Ville-Marie,2017-10-26,-73.558663,45.52953
89681,6,Ville-Marie,2013-10-25,-73.556787,45.531476
89682,6,Ville-Marie,2015-09-28,-73.563101,45.523017
89683,6,Ville-Marie,2015-09-28,-73.563082,45.523054
89684,6,Ville-Marie,2015-09-28,-73.563037,45.523098
89685,6,Ville-Marie,2015-09-28,-73.563017,45.523133
89686,6,Ville-Marie,2015-09-28,-73.562987,45.523172
89687,6,Ville-Marie,2015-09-28,-73.562954,45.52321
89688,6,Ville-Marie,2015-09-28,-73.550612,45.53812
89689,6,Ville-Marie,2014-09-19,-73.550753,45.538173
89690,6,Ville-Marie,2017-10-22,-73.550889,45.538217
89691,6,Ville-Marie,2013-11-03,-73.551084,45.538283
89692,6,Ville-Marie,2013-11-03,-73.55119,45.538323
89693,6,Ville-Marie,2013-11-03,-73.551284,45.538357
89694,6,Ville-Marie,2019-10-03,-73.551931,45.538563
89695,6,Ville-Marie,2019-10-03,-73.552022,45.538594
89697,6,Ville-Marie,2019-10-03,-73.549842,45.537826
89701,6,Ville-Marie,2014-09-22,-73.550053,45.537767
89702,6,Ville-Marie,2017-10-22,-73.550538,45.537896
89704,6,Ville-Marie,2014-09-22,-73.550791,45.538014
89705,6,Ville-Marie,2014-09-22,-73.550696,45.53798
89706,6,Ville-Marie,2015-09-28,-73.55093,45.538056
89712,6,Ville-Marie,2014-09-22,-73.552201,45.538531
89713,6,Ville-Marie,2019-10-03,-73.552326,45.538576
89714,6,Ville-Marie,2014-09-22,-73.549861,45.5377
89715,6,Ville-Marie,2019-04-29,-73.55825,45.520707
89716,6,Ville-Marie,2014-06-10,-73.558166,45.520802
89717,6,Ville-Marie,2014-06-10,-73.557979,45.521018
89718,6,Ville-Marie,2014-06-10,-73.557824,45.52118
89719,6,Ville-Marie,2014-06-10,-73.557567,45.521462
89720,6,Ville-Marie,2014-06-10,-73.557475,45.521558
89721,6,Ville-Marie,2014-06-10,-73.557399,45.521639
89722,6,Ville-Marie,2014-06-10,-73.557321,45.521724
89724,6,Ville-Marie,2019-10-12,-73.556984,45.522084
89728,6,Ville-Marie,2016-09-25,-73.556431,45.522674
89731,6,Ville-Marie,2016-09-25,-73.556205,45.522908
89734,6,Ville-Marie,2017-10-25,-73.555763,45.523385
89736,6,Ville-Marie,2017-10-25,-73.555447,45.523725
89737,6,Ville-Marie,2013-10-03,-73.555532,45.523631
89738,6,Ville-Marie,2018-10-22,-73.555367,45.523814
89739,6,Ville-Marie,2016-09-25,-73.552417,45.527058
89740,6,Ville-Marie,2016-09-25,-73.552383,45.527102
89741,6,Ville-Marie,2016-09-25,-73.55234,45.527149
89742,6,Ville-Marie,2016-09-25,-73.5508,45.528769
89749,6,Ville-Marie,2016-09-25,-73.549824,45.529835
89751,6,Ville-Marie,2013-10-02,-73.549435,45.530254
89752,6,Ville-Marie,2015-04-25,-73.54929,45.530416
89753,6,Ville-Marie,2018-10-29,-73.549355,45.53034
89755,6,Ville-Marie,2015-04-25,-73.549138,45.530583
89756,6,Ville-Marie,2015-04-25,-73.54892,45.530821
89759,6,Ville-Marie,2018-10-29,-73.54866,45.531132
89760,6,Ville-Marie,2016-09-25,-73.554495,45.524754
89761,6,Ville-Marie,2017-10-25,-73.554358,45.524902
89762,6,Ville-Marie,2016-09-25,-73.554428,45.524826
89766,6,Ville-Marie,2014-06-10,-73.557636,45.521383
89767,6,Ville-Marie,2016-09-09,-73.553116,45.526284
89768,6,Ville-Marie,2012-10-16,-73.553026,45.526385
89769,6,Ville-Marie,2012-10-16,-73.552956,45.526463
89770,6,Ville-Marie,2012-10-16,-73.552878,45.526554
89771,6,Ville-Marie,2012-10-16,-73.552798,45.526636
89772,6,Ville-Marie,2014-05-06,-73.558073,45.520685
89773,6,Ville-Marie,2015-09-28,-73.557927,45.520845
89774,6,Ville-Marie,2019-10-12,-73.557746,45.521058
89775,6,Ville-Marie,2013-11-02,-73.557527,45.521283
89776,6,Ville-Marie,2013-10-02,-73.557408,45.521415
89777,6,Ville-Marie,2019-10-12,-73.557351,45.521477
89778,6,Ville-Marie,2014-06-09,-73.55719,45.521652
89779,6,Ville-Marie,2018-10-22,-73.556947,45.521914
89783,6,Ville-Marie,2016-06-27,-73.556626,45.522256
89787,6,Ville-Marie,2012-10-25,-73.556069,45.52285
89791,6,Ville-Marie,2018-10-29,-73.555364,45.523608
89794,6,Ville-Marie,2013-10-03,-73.555226,45.523757
89797,6,Ville-Marie,2010-11-09,-73.550062,45.529343
89798,6,Ville-Marie,2018-10-22,-73.549992,45.529417
89799,6,Ville-Marie,2016-09-25,-73.549784,45.529651
89800,6,Ville-Marie,2019-05-14,-73.549714,45.529728
89801,6,Ville-Marie,2018-10-22,-73.549566,45.529885
89802,6,Ville-Marie,2016-09-25,-73.549472,45.529989
89803,6,Ville-Marie,2013-10-02,-73.549131,45.530355
89805,6,Ville-Marie,2015-04-25,-73.548731,45.530794
89806,6,Ville-Marie,2017-10-25,-73.554395,45.524659
89807,6,Ville-Marie,2017-10-25,-73.55425,45.524817
89808,6,Ville-Marie,2013-10-02,-73.549254,45.530225
89811,6,Ville-Marie,2016-09-25,-73.550781,45.528562
89812,6,Ville-Marie,2017-10-25,-73.556329,45.522572
89813,6,Ville-Marie,2013-11-03,-73.556253,45.522653
89815,6,Ville-Marie,2014-05-06,-73.55781,45.520991
89816,6,Ville-Marie,2013-10-30,-73.552438,45.526796
89817,6,Ville-Marie,2013-10-31,-73.552425,45.526796
89818,6,Ville-Marie,2013-10-31,-73.552411,45.526796
89819,6,Ville-Marie,2013-10-31,-73.552401,45.526796
89820,6,Ville-Marie,2013-10-31,-73.552385,45.526796
89821,6,Ville-Marie,2013-10-31,-73.552369,45.526796
89822,6,Ville-Marie,2013-10-31,-73.552356,45.526796
89823,6,Ville-Marie,2014-09-14,-73.56675,45.492785
89824,6,Ville-Marie,2012-10-11,-73.569462,45.49404
89825,6,Ville-Marie,2012-10-11,-73.569609,45.494106
89826,6,Ville-Marie,2012-10-11,-73.569719,45.494164
89827,6,Ville-Marie,2012-10-11,-73.569828,45.494218
89828,6,Ville-Marie,2016-05-06,-73.569152,45.493724
89832,6,Ville-Marie,2019-06-07,-73.575498,45.495157
89833,6,Ville-Marie,2019-06-07,-73.575581,45.4952
89834,6,Ville-Marie,2016-11-21,-73.5761,45.495447
89835,6,Ville-Marie,2016-05-09,-73.576196,45.495496
89836,6,Ville-Marie,2016-05-09,-73.576289,45.495541
89837,6,Ville-Marie,2016-05-09,-73.577178,45.495973
89838,6,Ville-Marie,2016-11-21,-73.577437,45.496094
89846,6,Ville-Marie,2019-06-07,-73.580326,45.497487
89849,6,Ville-Marie,2011-06-23,-73.579256,45.496971
89858,6,Ville-Marie,2019-05-24,-73.57821,45.496342
89859,6,Ville-Marie,2019-05-24,-73.578268,45.496372
89860,6,Ville-Marie,2016-05-09,-73.578351,45.496399
89862,6,Ville-Marie,2019-05-24,-73.579187,45.496804
89863,6,Ville-Marie,2019-05-24,-73.579702,45.497051
89864,6,Ville-Marie,2016-05-09,-73.58014,45.497262
89865,6,Ville-Marie,2019-05-24,-73.580387,45.497383
89866,6,Ville-Marie,2016-05-09,-73.577517,45.495996
89867,6,Ville-Marie,2016-05-09,-73.574826,45.494696
89868,6,Ville-Marie,2016-05-09,-73.574674,45.494624
89869,6,Ville-Marie,2018-05-13,-73.574354,45.502755
89875,6,Ville-Marie,2017-11-21,-73.572417,45.501815
89876,6,Ville-Marie,2017-11-21,-73.572681,45.501946
89877,6,Ville-Marie,2017-11-21,-73.570377,45.500859
89878,6,Ville-Marie,2017-11-21,-73.570486,45.500913
89879,6,Ville-Marie,2017-11-21,-73.573103,45.502149
89880,6,Ville-Marie,2018-05-13,-73.573873,45.502521
89881,6,Ville-Marie,2018-05-13,-73.574023,45.502594
89882,6,Ville-Marie,2012-05-04,-73.564858,45.498001
89883,6,Ville-Marie,2012-05-04,-73.56496,45.49805
89886,6,Ville-Marie,2012-05-04,-73.573664,45.502278
89887,6,Ville-Marie,2018-05-13,-73.574016,45.502454
89888,6,Ville-Marie,2018-05-13,-73.574097,45.50249
89891,6,Ville-Marie,2018-06-17,-73.572654,45.50179
89892,6,Ville-Marie,2018-06-17,-73.57286,45.501892
89893,6,Ville-Marie,2018-06-17,-73.573087,45.502
89894,6,Ville-Marie,2018-06-17,-73.57295,45.501932
89895,6,Ville-Marie,2018-06-17,-73.573231,45.502072
89899,6,Ville-Marie,2018-06-17,-73.572734,45.50183
89925,6,Ville-Marie,2015-05-01,-73.55848,45.500717
89951,6,Ville-Marie,2015-05-01,-73.555869,45.499662
89952,6,Ville-Marie,2010-06-03,-73.555943,45.499683
89961,6,Ville-Marie,2019-04-29,-73.557767,45.500308
89976,6,Ville-Marie,2017-05-05,-73.575992,45.502864
89977,6,Ville-Marie,2017-05-05,-73.576083,45.502911
89978,6,Ville-Marie,2017-05-05,-73.576225,45.502984
89979,6,Ville-Marie,2017-05-05,-73.576321,45.50303
89980,6,Ville-Marie,2017-05-05,-73.576446,45.503086
89981,6,Ville-Marie,2017-05-05,-73.576531,45.503132
89982,6,Ville-Marie,2017-05-05,-73.577054,45.503387
89983,6,Ville-Marie,2017-05-05,-73.576629,45.503187
89984,6,Ville-Marie,2017-05-05,-73.576762,45.503253
89985,6,Ville-Marie,2017-05-05,-73.576959,45.503342
89986,6,Ville-Marie,2017-05-05,-73.575917,45.502827
89987,6,Ville-Marie,2017-05-05,-73.578734,45.504169
89988,6,Ville-Marie,2017-05-05,-73.57881,45.504205
89989,6,Ville-Marie,2017-05-05,-73.578885,45.504241
89990,6,Ville-Marie,2017-05-05,-73.579778,45.50468
89991,6,Ville-Marie,2017-05-05,-73.57983,45.504759
89992,6,Ville-Marie,2017-05-05,-73.579931,45.504807
89993,6,Ville-Marie,2017-05-05,-73.580038,45.50486
89994,6,Ville-Marie,2017-05-05,-73.580182,45.504872
89995,6,Ville-Marie,2017-05-05,-73.58028,45.504922
89996,6,Ville-Marie,2017-05-05,-73.580392,45.504971
89997,6,Ville-Marie,2017-05-05,-73.580439,45.50505
89998,6,Ville-Marie,2017-05-05,-73.580542,45.5051
89999,6,Ville-Marie,2017-05-05,-73.580652,45.505149
90000,6,Ville-Marie,2017-05-05,-73.580744,45.505137
90001,6,Ville-Marie,2017-05-05,-73.580839,45.505175
90002,6,Ville-Marie,2017-05-05,-73.580894,45.505203
90003,6,Ville-Marie,2017-05-05,-73.580977,45.50526
90004,6,Ville-Marie,2017-05-05,-73.581084,45.505303
90005,6,Ville-Marie,2017-05-05,-73.576521,45.502981
90006,6,Ville-Marie,2017-05-05,-73.57675,45.503091
90007,6,Ville-Marie,2017-05-05,-73.576818,45.50312
90008,6,Ville-Marie,2017-05-05,-73.576895,45.503158
90009,6,Ville-Marie,2017-05-05,-73.577124,45.503277
90010,6,Ville-Marie,2017-05-05,-73.57722,45.503327
90011,6,Ville-Marie,2017-05-05,-73.577319,45.503371
90012,6,Ville-Marie,2017-05-05,-73.577493,45.50345
90013,6,Ville-Marie,2017-05-05,-73.577576,45.50349
90014,6,Ville-Marie,2017-05-05,-73.577653,45.503526
90015,6,Ville-Marie,2017-05-05,-73.577823,45.503607
90016,6,Ville-Marie,2017-05-05,-73.577906,45.503649
90017,6,Ville-Marie,2017-05-05,-73.577986,45.50369
90018,6,Ville-Marie,2017-05-05,-73.578139,45.503766
90019,6,Ville-Marie,2017-05-05,-73.578241,45.503813
90020,6,Ville-Marie,2017-05-05,-73.578348,45.503865
90021,6,Ville-Marie,2017-05-05,-73.578819,45.504101
90022,6,Ville-Marie,2017-05-05,-73.578945,45.504164
90023,6,Ville-Marie,2017-05-05,-73.578976,45.504177
90024,6,Ville-Marie,2017-05-05,-73.579019,45.504199
90025,6,Ville-Marie,2017-05-05,-73.579113,45.504249
90026,6,Ville-Marie,2017-05-05,-73.57942,45.504375
90027,6,Ville-Marie,2017-05-05,-73.579504,45.504422
90028,6,Ville-Marie,2017-05-05,-73.579602,45.504458
90029,6,Ville-Marie,2017-05-05,-73.57977,45.504542
90030,6,Ville-Marie,2017-05-05,-73.579867,45.504591
90031,6,Ville-Marie,2017-05-05,-73.579994,45.504654
90032,6,Ville-Marie,2017-05-05,-73.580138,45.504719
90033,6,Ville-Marie,2017-05-05,-73.580288,45.504794
90034,6,Ville-Marie,2017-05-05,-73.580434,45.504868
90035,6,Ville-Marie,2017-05-05,-73.580472,45.504891
90036,6,Ville-Marie,2017-05-05,-73.576022,45.502741
90037,6,Ville-Marie,2017-05-05,-73.576137,45.502798
90038,6,Ville-Marie,2017-05-05,-73.576228,45.502848
90039,6,Ville-Marie,2017-05-05,-73.576349,45.5029
90040,6,Ville-Marie,2017-05-05,-73.576411,45.502931
90041,6,Ville-Marie,2017-10-18,-73.559456,45.53168
90043,6,Ville-Marie,2019-09-15,-73.559731,45.531806
90044,6,Ville-Marie,2019-09-15,-73.559832,45.531851
90045,6,Ville-Marie,2017-10-19,-73.559932,45.531896
90047,6,Ville-Marie,2017-10-18,-73.560319,45.53208
90056,6,Ville-Marie,2017-11-22,-73.575357,45.502318
90057,6,Ville-Marie,2017-11-22,-73.575627,45.502448
90058,6,Ville-Marie,2010-04-29,-73.575493,45.502385
90059,6,Ville-Marie,2017-11-22,-73.575028,45.502156
90060,6,Ville-Marie,2017-11-22,-73.575115,45.502196
90061,6,Ville-Marie,2017-11-22,-73.574937,45.502111
90063,6,Ville-Marie,2018-05-14,-73.572528,45.50094
90064,6,Ville-Marie,2018-05-13,-73.573175,45.501255
90065,6,Ville-Marie,2012-05-30,-73.572639,45.500994
90066,6,Ville-Marie,2010-05-28,-73.573673,45.5015
90067,6,Ville-Marie,2019-05-16,-73.572896,45.501119
90068,6,Ville-Marie,2018-05-13,-73.573009,45.501173
90069,6,Ville-Marie,2018-05-13,-73.57325,45.501293
90070,6,Ville-Marie,2018-05-13,-73.573376,45.501356
90073,6,Ville-Marie,2017-11-22,-73.572008,45.500547
90074,6,Ville-Marie,2019-05-16,-73.572512,45.500794
90077,6,Ville-Marie,2012-05-30,-73.574452,45.501738
90079,6,Ville-Marie,2018-05-13,-73.574291,45.501657
90081,6,Ville-Marie,2018-05-13,-73.575397,45.502196
90082,6,Ville-Marie,2018-05-13,-73.575532,45.502264
90083,6,Ville-Marie,2018-05-13,-73.575237,45.50212
90084,6,Ville-Marie,2018-10-05,-73.556709,45.518616
90085,6,Ville-Marie,2019-10-11,-73.556605,45.518571
90086,6,Ville-Marie,2014-05-26,-73.556386,45.518467
90087,6,Ville-Marie,2018-10-05,-73.556798,45.518661
90088,6,Ville-Marie,2018-10-05,-73.55649,45.518521
90089,6,Ville-Marie,2016-05-02,-73.556936,45.518724
90091,6,Ville-Marie,2016-05-02,-73.557216,45.518849
90092,6,Ville-Marie,2016-05-02,-73.557363,45.518921
90093,6,Ville-Marie,2016-05-02,-73.557495,45.51898
90094,6,Ville-Marie,2014-05-05,-73.55897,45.519671
90095,6,Ville-Marie,2014-05-05,-73.559087,45.519722
90096,6,Ville-Marie,2014-05-05,-73.559258,45.519802
90097,6,Ville-Marie,2014-05-05,-73.559365,45.519847
90098,6,Ville-Marie,2014-05-05,-73.559464,45.519897
90102,6,Ville-Marie,2016-05-30,-73.55655,45.518449
90103,6,Ville-Marie,2014-05-26,-73.556653,45.518494
90105,6,Ville-Marie,2014-05-26,-73.556443,45.518395
90110,6,Ville-Marie,2016-05-02,-73.560451,45.520157
90111,6,Ville-Marie,2016-05-02,-73.560575,45.52021
90122,6,Ville-Marie,2018-10-12,-73.552032,45.536426
90125,6,Ville-Marie,2019-09-17,-73.552349,45.536538
90129,6,Ville-Marie,2018-10-12,-73.552761,45.536685
90130,6,Ville-Marie,2016-06-19,-73.552883,45.536727
90132,6,Ville-Marie,2017-10-14,-73.553083,45.536799
90134,6,Ville-Marie,2014-09-06,-73.55379,45.537046
90135,6,Ville-Marie,2014-09-06,-73.553678,45.53701
90136,6,Ville-Marie,2014-09-11,-73.554477,45.537297
90139,6,Ville-Marie,2017-10-14,-73.55479,45.53741
90143,6,Ville-Marie,2014-09-06,-73.555291,45.537585
90144,6,Ville-Marie,2017-10-14,-73.555383,45.537616
90145,6,Ville-Marie,2015-01-29,-73.555486,45.537652
90146,6,Ville-Marie,2015-01-29,-73.555573,45.537684
90147,6,Ville-Marie,2015-01-29,-73.555673,45.537715
90148,6,Ville-Marie,2019-09-17,-73.555811,45.537766
90152,6,Ville-Marie,2014-09-16,-73.556291,45.53794
90153,6,Ville-Marie,2016-06-19,-73.556571,45.538035
90160,6,Ville-Marie,2017-10-14,-73.558484,45.53873
90162,6,Ville-Marie,2017-10-14,-73.558881,45.538874
90163,6,Ville-Marie,2014-09-17,-73.559237,45.538996
90164,6,Ville-Marie,2014-09-17,-73.559416,45.539061
90167,6,Ville-Marie,2017-10-14,-73.554118,45.537166
90173,6,Ville-Marie,2014-09-17,-73.551455,45.536093
90176,6,Ville-Marie,2017-10-14,-73.552182,45.536358
90177,6,Ville-Marie,2018-10-12,-73.552284,45.536394
90179,6,Ville-Marie,2019-09-17,-73.552582,45.536498
90181,6,Ville-Marie,2018-10-12,-73.552889,45.53661
90182,6,Ville-Marie,2018-10-12,-73.553043,45.536664
90183,6,Ville-Marie,2018-10-12,-73.553226,45.536727
90184,6,Ville-Marie,2014-09-11,-73.553342,45.536767
90185,6,Ville-Marie,2018-10-12,-73.553124,45.536691
90187,6,Ville-Marie,2018-10-12,-73.55375,45.536911
90188,6,Ville-Marie,2014-09-11,-73.554561,45.537198
90190,6,Ville-Marie,2018-10-12,-73.554817,45.537288
90191,6,Ville-Marie,2018-10-12,-73.554944,45.537333
90192,6,Ville-Marie,2019-09-18,-73.555101,45.537392
90194,6,Ville-Marie,2017-10-14,-73.555308,45.537455
90198,6,Ville-Marie,2014-09-11,-73.555802,45.537636
90200,6,Ville-Marie,2019-09-17,-73.556038,45.53772
90203,6,Ville-Marie,2014-09-17,-73.557365,45.538187
90207,6,Ville-Marie,2014-09-17,-73.558158,45.538456
90208,6,Ville-Marie,2010-10-28,-77.359946,45.47353
90209,6,Ville-Marie,2014-09-17,-73.559303,45.538879
90210,6,Ville-Marie,2014-09-17,-73.557143,45.538111
90211,6,Ville-Marie,2019-09-18,-73.557027,45.538066
90212,6,Ville-Marie,2017-10-14,-73.554218,45.537073
90213,6,Ville-Marie,2019-09-17,-73.554329,45.537113
90223,6,Ville-Marie,2016-05-30,-73.544559,45.529226
90233,6,Ville-Marie,2016-05-30,-73.545369,45.527104
90236,6,Ville-Marie,2016-05-30,-73.545259,45.527409
90237,6,Ville-Marie,2016-05-30,-73.545494,45.526568
90238,6,Ville-Marie,2016-05-30,-73.545505,45.526464
90240,6,Ville-Marie,2016-05-30,-73.545536,45.526245
90241,6,Ville-Marie,2016-05-30,-73.545518,45.526354
90242,6,Ville-Marie,2016-05-30,-73.546157,45.523174
90243,6,Ville-Marie,2019-05-27,-73.545742,45.524204
90245,6,Ville-Marie,2016-05-30,-73.546094,45.523264
90246,6,Ville-Marie,2016-05-30,-73.546042,45.52334
90247,6,Ville-Marie,2019-05-27,-73.545989,45.523421
90249,6,Ville-Marie,2016-05-30,-73.545813,45.523818
90253,6,Ville-Marie,2019-05-27,-73.54565,45.525127
90256,6,Ville-Marie,2015-07-21,-73.549716,45.515476
90257,6,Ville-Marie,2015-07-21,-73.5497,45.515509
90258,6,Ville-Marie,2015-07-21,-73.549681,45.515543
90259,6,Ville-Marie,2017-05-05,-73.546963,45.520769
90260,6,Ville-Marie,2017-05-05,-73.546932,45.52083
90261,6,Ville-Marie,2017-05-05,-73.546889,45.520909
90262,6,Ville-Marie,2017-05-05,-73.546854,45.520961
90263,6,Ville-Marie,2017-05-05,-73.546822,45.521016
90264,6,Ville-Marie,2017-05-05,-73.546785,45.521103
90265,6,Ville-Marie,2017-05-05,-73.546753,45.521162
90266,6,Ville-Marie,2017-05-05,-73.546713,45.521229
90267,6,Ville-Marie,2017-05-05,-73.54667,45.521296
90268,6,Ville-Marie,2017-05-05,-73.546636,45.521383
90269,6,Ville-Marie,2017-05-05,-73.546598,45.521448
90270,6,Ville-Marie,2017-05-05,-73.546564,45.521514
90271,6,Ville-Marie,2017-09-01,-73.546066,45.522116
90272,6,Ville-Marie,2017-09-01,-73.546033,45.522164
90273,6,Ville-Marie,2017-09-01,-73.545999,45.522213
90274,6,Ville-Marie,2017-09-01,-73.545971,45.522264
90275,6,Ville-Marie,2017-05-01,-73.549104,45.51674
90276,6,Ville-Marie,2017-05-01,-73.54906,45.516822
90277,6,Ville-Marie,2017-05-01,-73.549019,45.516908
90278,6,Ville-Marie,2016-05-16,-73.55528,45.506572
90279,6,Ville-Marie,2016-05-16,-73.555161,45.506716
90280,6,Ville-Marie,2016-05-16,-73.555084,45.506818
90282,6,Ville-Marie,2014-09-15,-73.554852,45.507108
90283,6,Ville-Marie,2016-05-16,-73.554369,45.507724
90284,6,Ville-Marie,2015-04-25,-73.554271,45.507846
90285,6,Ville-Marie,2015-06-08,-73.55318,45.509162
90286,6,Ville-Marie,2015-06-08,-73.552985,45.509407
90287,6,Ville-Marie,2011-06-20,-73.552849,45.509579
90289,6,Ville-Marie,2015-06-08,-73.552791,45.509653
90290,6,Ville-Marie,2019-05-27,-73.552693,45.509775
90291,6,Ville-Marie,2016-09-26,-73.547768,45.518744
90292,6,Ville-Marie,2017-05-18,-73.546321,45.521464
90293,6,Ville-Marie,2017-05-18,-73.546289,45.521506
90294,6,Ville-Marie,2017-05-18,-73.546261,45.521521
90295,6,Ville-Marie,2017-05-18,-73.546232,45.521564
90296,6,Ville-Marie,2017-05-18,-73.546216,45.521591
90297,6,Ville-Marie,2017-05-18,-73.546178,45.521626
90298,6,Ville-Marie,2017-05-18,-73.546071,45.521733
90299,6,Ville-Marie,2017-05-18,-73.546037,45.521762
90300,6,Ville-Marie,2017-05-18,-73.546006,45.521789
90301,6,Ville-Marie,2017-05-18,-73.546258,45.521546
90302,6,Ville-Marie,2017-05-18,-73.54596,45.521842
90303,6,Ville-Marie,2017-05-18,-73.54586,45.521952
90304,6,Ville-Marie,2017-05-18,-73.545816,45.521978
90305,6,Ville-Marie,2017-05-18,-73.54579,45.522012
90306,6,Ville-Marie,2013-04-21,-73.545266,45.524501
90307,6,Ville-Marie,2013-04-21,-73.545268,45.524602
90308,6,Ville-Marie,2013-04-21,-73.545254,45.524675
90309,6,Ville-Marie,2013-04-21,-73.54523,45.524923
90310,6,Ville-Marie,2013-04-22,-73.545549,45.523086
90311,6,Ville-Marie,2013-04-21,-73.545543,45.52326
90312,6,Ville-Marie,2012-04-21,-73.545528,45.52335
90313,6,Ville-Marie,2013-04-21,-73.545505,45.523437
90314,6,Ville-Marie,2013-04-21,-73.545451,45.52361
90315,6,Ville-Marie,2013-04-21,-73.545427,45.523698
90316,6,Ville-Marie,2013-04-21,-73.545403,45.523787
90317,6,Ville-Marie,2013-04-21,-73.54538,45.523884
90318,6,Ville-Marie,2013-04-21,-73.545366,45.52397
90319,6,Ville-Marie,2013-04-21,-73.545327,45.524147
90320,6,Ville-Marie,2013-04-21,-73.545311,45.524236
90321,6,Ville-Marie,2013-04-21,-73.545296,45.524329
90322,6,Ville-Marie,2013-04-21,-73.545286,45.524421
90323,6,Ville-Marie,2013-04-21,-73.545548,45.523175
90324,6,Ville-Marie,2013-04-21,-73.54522,45.525029
90325,6,Ville-Marie,2013-04-21,-73.545205,45.525119
90326,6,Ville-Marie,2013-04-21,-73.545199,45.525204
90327,6,Ville-Marie,2013-04-27,-73.54518,45.525342
